trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T00524,06-01-2023,16:00:00,Train,Route_5,Station_16,Station_46,16:04:00,16:47:00,2,20,Storm,16.3,58,26,7.3,Protest,500,81,0,1,4,Winter,1
T00525,06-01-2023,16:15:00,Tram,Route_5,Station_31,Station_12,16:16:00,16:52:00,0,4,Cloudy,28.1,84,9,12.6,None,10000,77,0,0,4,Summer,0
T00526,06-01-2023,16:30:00,Tram,Route_1,Station_42,Station_43,16:33:00,17:25:00,12,29,Fog,34.6,36,32,9.4,Sports,0,13,0,0,4,Autumn,1
T00527,06-01-2023,16:45:00,Train,Route_17,Station_10,Station_37,16:46:00,17:33:00,16,19,Cloudy,10,73,42,9.4,None,0,87,0,0,4,Autumn,1
T00528,06-01-2023,17:00:00,Train,Route_19,Station_32,Station_46,17:04:00,17:36:00,-1,9,Storm,5.1,34,54,14.1,Sports,0,68,0,1,4,Spring,1
T00529,06-01-2023,17:15:00,Train,Route_14,Station_34,Station_24,17:17:00,17:38:00,9,10,Cloudy,-0.4,89,6,19.9,None,0,15,0,0,4,Spring,1
T00530,06-01-2023,17:30:00,Bus,Route_12,Station_9,Station_16,17:30:00,18:18:00,2,10,Clear,0.6,35,5,13.2,None,2000,68,0,0,4,Winter,1
T00531,06-01-2023,17:45:00,Metro,Route_10,Station_17,Station_13,17:49:00,18:08:00,19,12,Snow,29.1,36,5,15.9,None,500,53,0,0,4,Spring,1
T00532,06-01-2023,18:00:00,Bus,Route_20,Station_11,Station_25,18:02:00,18:29:00,14,22,Cloudy,18.5,75,12,0.6,None,50000,12,0,0,4,Summer,1
T00533,06-01-2023,18:15:00,Bus,Route_18,Station_32,Station_4,18:18:00,18:59:00,11,22,Rain,29.9,86,47,16.2,None,500,79,0,1,4,Summer,1
T00534,06-01-2023,18:30:00,Tram,Route_11,Station_10,Station_11,18:34:00,19:20:00,19,-3,Storm,26.6,83,12,6,None,10000,78,1,1,4,Summer,0
T00535,06-01-2023,18:45:00,Train,Route_2,Station_22,Station_32,18:47:00,19:07:00,7,28,Cloudy,21.9,75,1,2.5,Sports,0,30,0,0,4,Winter,1
T00536,06-01-2023,19:00:00,Metro,Route_18,Station_17,Station_49,19:04:00,19:21:00,0,11,Storm,19.4,39,18,2.3,Festival,0,68,0,1,4,Summer,1
T00537,06-01-2023,19:15:00,Tram,Route_7,Station_4,Station_7,19:16:00,19:59:00,1,17,Snow,-3.1,33,50,13.6,Festival,50000,20,0,0,4,Winter,1
T00538,06-01-2023,19:30:00,Bus,Route_15,Station_48,Station_46,19:32:00,19:55:00,3,14,Clear,29.9,96,18,20,Festival,2000,29,0,0,4,Winter,1
T00539,06-01-2023,19:45:00,Train,Route_11,Station_47,Station_11,19:46:00,20:30:00,19,26,Rain,11.7,54,49,13.3,Protest,500,22,0,1,4,Summer,1
T00540,06-01-2023,20:00:00,Tram,Route_18,Station_25,Station_28,20:01:00,20:27:00,13,9,Fog,17.4,90,56,5.2,None,0,37,0,0,4,Summer,1
T00541,06-01-2023,20:15:00,Train,Route_12,Station_21,Station_41,20:17:00,21:09:00,4,20,Cloudy,-4.1,67,37,4.1,Sports,500,28,0,0,4,Winter,1
T00542,06-01-2023,20:30:00,Tram,Route_6,Station_37,Station_23,20:30:00,21:16:00,12,26,Clear,32.4,61,1,10.5,Sports,10000,76,0,1,4,Summer,1
T00543,06-01-2023,20:45:00,Train,Route_20,Station_38,Station_45,20:47:00,21:29:00,18,-2,Storm,31.1,52,50,1.3,None,0,31,0,0,4,Spring,0
T00544,06-01-2023,21:00:00,Bus,Route_13,Station_49,Station_23,21:00:00,21:37:00,17,15,Snow,16.7,66,25,8,Concert,2000,61,0,0,4,Winter,1
T00545,06-01-2023,21:15:00,Metro,Route_20,Station_1,Station_50,21:19:00,21:35:00,8,21,Storm,18.1,32,5,13.3,None,0,90,0,0,4,Autumn,1
T00546,06-01-2023,21:30:00,Bus,Route_16,Station_25,Station_28,21:34:00,22:28:00,19,10,Snow,23.2,42,19,19.4,Festival,0,97,0,1,4,Winter,1
T00547,06-01-2023,21:45:00,Metro,Route_18,Station_36,Station_43,21:47:00,22:07:00,18,2,Snow,5.6,63,22,8.5,Concert,2000,44,0,1,4,Summer,0
T00548,06-01-2023,22:00:00,Train,Route_10,Station_17,Station_47,22:04:00,22:23:00,-2,8,Clear,3.9,94,53,4,Parade,0,48,0,0,4,Summer,1
T00549,06-01-2023,22:15:00,Tram,Route_8,Station_41,Station_26,22:18:00,23:11:00,2,16,Cloudy,22,37,14,16.3,None,0,32,0,1,4,Winter,1
T00550,06-01-2023,22:30:00,Bus,Route_18,Station_24,Station_25,22:31:00,23:04:00,10,19,Fog,-0.8,38,5,14.9,None,2000,3,0,1,4,Winter,1
T00551,06-01-2023,22:45:00,Metro,Route_1,Station_2,Station_29,22:46:00,23:12:00,18,26,Cloudy,13.2,57,27,17.2,Parade,2000,17,0,0,4,Autumn,1
T00552,06-01-2023,23:00:00,Bus,Route_8,Station_40,Station_19,23:00:00,23:57:00,11,26,Rain,14.7,47,34,4.3,None,0,69,0,1,4,Autumn,1
T00553,06-01-2023,23:15:00,Metro,Route_6,Station_15,Station_33,23:19:00,23:53:00,6,26,Cloudy,10.3,71,10,8.1,None,50000,63,0,0,4,Winter,1
T00554,06-01-2023,23:30:00,Bus,Route_5,Station_32,Station_36,23:30:00,00:15:00,14,26,Snow,2.4,70,7,19.6,Concert,0,27,0,0,4,Summer,1
T00555,06-01-2023,23:45:00,Metro,Route_15,Station_39,Station_14,23:46:00,00:43:00,12,12,Snow,9.2,99,56,3.2,Festival,50000,57,0,0,4,Winter,1
T00556,07-01-2023,00:00:00,Metro,Route_15,Station_6,Station_14,00:01:00,00:29:00,18,20,Rain,8.5,62,53,13.4,None,2000,90,0,0,5,Spring,1
T00557,07-01-2023,00:15:00,Train,Route_2,Station_1,Station_35,00:19:00,01:12:00,4,10,Storm,15,83,49,4.7,None,0,89,1,0,5,Spring,1
T00558,07-01-2023,00:30:00,Metro,Route_1,Station_47,Station_30,00:33:00,01:03:00,19,22,Snow,22,65,48,10,None,0,55,0,0,5,Summer,1
T00559,07-01-2023,00:45:00,Train,Route_11,Station_23,Station_28,00:48:00,01:23:00,19,4,Rain,33.7,85,50,16,None,0,19,0,0,5,Winter,0
T00560,07-01-2023,01:00:00,Metro,Route_10,Station_39,Station_17,01:04:00,01:49:00,9,10,Snow,0.8,46,50,9.8,None,0,76,0,0,5,Winter,1
T00561,07-01-2023,01:15:00,Tram,Route_18,Station_17,Station_3,01:19:00,01:39:00,3,27,Fog,29.9,39,23,16.1,Festival,500,91,0,0,5,Spring,1
T00562,07-01-2023,01:30:00,Tram,Route_18,Station_34,Station_16,01:30:00,02:20:00,18,-2,Snow,6.4,73,20,8.5,Sports,0,33,0,1,5,Winter,0
T00563,07-01-2023,01:45:00,Tram,Route_17,Station_41,Station_46,01:49:00,02:11:00,13,0,Clear,18.7,31,48,20,Festival,0,86,0,1,5,Summer,0
T00564,07-01-2023,02:00:00,Metro,Route_8,Station_29,Station_30,02:03:00,02:38:00,2,-3,Rain,16.9,43,58,8.7,None,2000,9,0,1,5,Summer,0
T00565,07-01-2023,02:15:00,Train,Route_15,Station_9,Station_29,02:19:00,03:05:00,6,16,Cloudy,17.3,70,35,3,Concert,0,93,0,0,5,Autumn,1
T00566,07-01-2023,02:30:00,Train,Route_8,Station_13,Station_45,02:30:00,03:28:00,11,10,Rain,23.9,31,6,8,Parade,0,21,0,1,5,Summer,1
T00567,07-01-2023,02:45:00,Metro,Route_17,Station_6,Station_15,02:45:00,03:28:00,5,21,Storm,10.3,48,4,14.9,Concert,0,4,0,0,5,Winter,1
T00568,07-01-2023,03:00:00,Tram,Route_12,Station_6,Station_46,03:00:00,03:53:00,11,21,Snow,7.8,30,57,17,None,2000,43,0,0,5,Winter,1
T00569,07-01-2023,03:15:00,Tram,Route_8,Station_20,Station_25,03:15:00,03:57:00,9,-1,Rain,29.1,31,28,9.2,Parade,500,8,0,0,5,Spring,0
T00570,07-01-2023,03:30:00,Train,Route_14,Station_3,Station_38,03:32:00,04:29:00,7,1,Fog,3.8,56,15,11.9,None,2000,42,0,0,5,Spring,0
T00571,07-01-2023,03:45:00,Tram,Route_4,Station_17,Station_42,03:49:00,04:10:00,17,22,Rain,2.2,31,5,16.9,Protest,0,3,0,1,5,Summer,1
T00572,07-01-2023,04:00:00,Bus,Route_1,Station_49,Station_47,04:01:00,04:57:00,17,0,Fog,-4.4,80,13,16.3,None,0,41,0,0,5,Autumn,0
T00573,07-01-2023,04:15:00,Train,Route_1,Station_12,Station_38,04:19:00,05:10:00,18,3,Snow,3.4,39,57,13.2,Concert,0,64,0,0,5,Winter,0
T00574,07-01-2023,04:30:00,Tram,Route_19,Station_48,Station_23,04:32:00,05:16:00,10,26,Cloudy,15.7,48,51,16.3,Festival,0,97,0,1,5,Autumn,1
T00575,07-01-2023,04:45:00,Train,Route_16,Station_47,Station_25,04:45:00,05:15:00,16,26,Snow,16.5,42,1,11.5,None,0,40,0,0,5,Winter,1
T00576,07-01-2023,05:00:00,Bus,Route_14,Station_45,Station_42,05:02:00,05:24:00,12,15,Storm,5.2,77,24,0.1,None,0,63,0,1,5,Summer,1
T00577,07-01-2023,05:15:00,Train,Route_16,Station_1,Station_7,05:18:00,05:51:00,5,29,Clear,-2.1,85,30,0.8,None,0,54,0,1,5,Summer,1
T00578,07-01-2023,05:30:00,Train,Route_5,Station_17,Station_22,05:33:00,05:56:00,18,29,Cloudy,24.8,85,49,19.6,None,10000,89,0,0,5,Spring,1
T00579,07-01-2023,05:45:00,Train,Route_9,Station_3,Station_17,05:49:00,06:31:00,7,10,Cloudy,25.3,79,49,2.9,None,0,17,0,0,5,Autumn,1
T00580,07-01-2023,06:00:00,Train,Route_2,Station_26,Station_18,06:04:00,06:34:00,0,6,Clear,34.9,74,12,8.1,Sports,0,15,0,0,5,Spring,1
T00581,07-01-2023,06:15:00,Bus,Route_18,Station_15,Station_49,06:16:00,06:47:00,18,24,Rain,31,88,59,18.7,None,50000,86,0,0,5,Summer,1
T00582,07-01-2023,06:30:00,Metro,Route_6,Station_36,Station_41,06:31:00,07:00:00,0,10,Snow,32,68,17,3.9,None,0,45,0,0,5,Autumn,1
T00583,07-01-2023,06:45:00,Train,Route_9,Station_32,Station_10,06:48:00,07:30:00,2,12,Rain,26.9,50,16,16.9,None,0,35,1,0,5,Winter,1
T00584,07-01-2023,07:00:00,Train,Route_1,Station_32,Station_10,07:00:00,07:41:00,13,17,Rain,19.6,84,44,16.4,None,50000,89,0,1,5,Spring,1
T00585,07-01-2023,07:15:00,Tram,Route_9,Station_4,Station_7,07:17:00,08:02:00,14,24,Snow,0.1,86,27,19.7,Concert,50000,65,0,1,5,Summer,1
T00586,07-01-2023,07:30:00,Train,Route_16,Station_18,Station_48,07:31:00,08:13:00,3,29,Storm,19.9,70,11,5.6,Sports,0,43,0,1,5,Winter,1
T00587,07-01-2023,07:45:00,Tram,Route_13,Station_49,Station_50,07:46:00,08:33:00,17,2,Cloudy,-2.8,99,34,6.3,Festival,500,4,0,0,5,Summer,0
T00588,07-01-2023,08:00:00,Metro,Route_9,Station_19,Station_38,08:00:00,08:28:00,17,11,Fog,30.4,78,21,18.1,None,0,28,0,0,5,Winter,1
T00589,07-01-2023,08:15:00,Bus,Route_13,Station_43,Station_27,08:15:00,08:38:00,13,-1,Clear,14.3,73,38,4.7,None,2000,3,0,0,5,Spring,0
T00590,07-01-2023,08:30:00,Bus,Route_9,Station_35,Station_33,08:34:00,09:07:00,-1,10,Cloudy,22.9,64,0,11,None,50000,98,0,0,5,Winter,1
T00591,07-01-2023,08:45:00,Metro,Route_11,Station_40,Station_1,08:47:00,09:20:00,17,-2,Rain,-2.9,34,36,14.1,None,0,85,0,1,5,Autumn,0
T00592,07-01-2023,09:00:00,Bus,Route_4,Station_14,Station_44,09:00:00,09:52:00,12,25,Clear,16.4,80,20,5.4,None,10000,48,0,1,5,Winter,1
T00593,07-01-2023,09:15:00,Metro,Route_2,Station_33,Station_34,09:16:00,10:03:00,15,0,Fog,7.1,86,0,18.8,Protest,500,71,1,0,5,Summer,0
T00594,07-01-2023,09:30:00,Metro,Route_6,Station_14,Station_4,09:31:00,10:28:00,-2,22,Cloudy,6.4,87,3,13.3,None,0,84,0,1,5,Winter,1
T00595,07-01-2023,09:45:00,Metro,Route_14,Station_34,Station_17,09:48:00,10:14:00,16,8,Cloudy,10.6,65,31,0.9,None,2000,7,0,0,5,Spring,1
T00596,07-01-2023,10:00:00,Bus,Route_4,Station_4,Station_4,10:00:00,10:28:00,9,-2,Storm,-5,39,57,2.7,Sports,0,51,0,0,5,Summer,0
T00597,07-01-2023,10:15:00,Tram,Route_6,Station_24,Station_43,10:19:00,11:05:00,5,13,Cloudy,13.7,79,0,3.8,Concert,0,68,0,0,5,Summer,1
T00598,07-01-2023,10:30:00,Metro,Route_19,Station_29,Station_26,10:32:00,11:17:00,3,6,Cloudy,14.5,66,12,4.9,None,50000,20,0,0,5,Summer,1
T00599,07-01-2023,10:45:00,Train,Route_6,Station_19,Station_4,10:49:00,11:07:00,9,18,Fog,29.5,49,45,14.6,Concert,0,26,1,1,5,Summer,1
T00600,07-01-2023,11:00:00,Bus,Route_2,Station_6,Station_1,11:01:00,11:33:00,4,17,Fog,12.9,42,46,1.8,Parade,0,37,0,1,5,Autumn,1
T00601,07-01-2023,11:15:00,Metro,Route_18,Station_33,Station_7,11:19:00,11:59:00,15,11,Clear,9.5,48,16,7,None,10000,4,0,0,5,Summer,1
T00602,07-01-2023,11:30:00,Metro,Route_13,Station_49,Station_30,11:31:00,12:04:00,19,17,Rain,34.8,85,11,18.2,None,50000,84,0,0,5,Summer,1
T00603,07-01-2023,11:45:00,Train,Route_9,Station_40,Station_50,11:46:00,12:06:00,11,17,Fog,17.8,74,6,11.1,None,10000,60,0,0,5,Summer,1
T00604,07-01-2023,12:00:00,Tram,Route_19,Station_19,Station_9,12:01:00,12:43:00,5,17,Clear,13.9,89,54,5.3,Sports,0,7,0,1,5,Spring,1
T00605,07-01-2023,12:15:00,Tram,Route_13,Station_1,Station_35,12:16:00,12:48:00,17,28,Cloudy,14.8,97,50,19.1,None,0,85,0,1,5,Spring,1
T00606,07-01-2023,12:30:00,Tram,Route_11,Station_5,Station_8,12:31:00,12:56:00,19,1,Clear,27.4,86,54,4.9,Parade,0,17,0,1,5,Summer,0
T00607,07-01-2023,12:45:00,Metro,Route_1,Station_27,Station_24,12:48:00,13:40:00,11,5,Clear,8.6,83,2,18.1,Sports,0,3,0,1,5,Autumn,0
T00608,07-01-2023,13:00:00,Metro,Route_7,Station_16,Station_19,13:04:00,13:43:00,2,14,Clear,10.6,66,49,14.5,None,50000,3,0,0,5,Winter,1
T00609,07-01-2023,13:15:00,Metro,Route_15,Station_6,Station_36,13:18:00,14:01:00,6,17,Snow,25.2,66,25,14.8,None,2000,36,1,0,5,Autumn,1
T00610,07-01-2023,13:30:00,Bus,Route_1,Station_40,Station_50,13:33:00,14:26:00,5,4,Clear,-2.1,43,30,15.3,None,0,14,0,0,5,Summer,0
T00611,07-01-2023,13:45:00,Train,Route_12,Station_13,Station_43,13:45:00,14:42:00,-1,6,Fog,29.6,73,35,10.1,None,0,37,0,0,5,Summer,1
T00612,07-01-2023,14:00:00,Metro,Route_7,Station_48,Station_27,14:00:00,14:49:00,13,20,Snow,12.2,71,25,16.3,Festival,50000,26,0,1,5,Autumn,1
T00613,07-01-2023,14:15:00,Train,Route_15,Station_35,Station_32,14:15:00,15:01:00,10,20,Rain,18.3,30,2,16.7,None,10000,84,1,1,5,Summer,1
T00614,07-01-2023,14:30:00,Train,Route_19,Station_19,Station_14,14:32:00,15:28:00,4,28,Clear,25.3,52,43,7.2,None,0,47,0,0,5,Winter,1
T00615,07-01-2023,14:45:00,Tram,Route_1,Station_12,Station_18,14:45:00,15:19:00,13,29,Storm,5.6,93,54,8,None,500,45,0,0,5,Spring,1
T00616,07-01-2023,15:00:00,Bus,Route_17,Station_16,Station_28,15:04:00,15:45:00,4,7,Cloudy,30.6,57,27,17.8,None,0,45,0,0,5,Winter,1
T00617,07-01-2023,15:15:00,Metro,Route_17,Station_43,Station_29,15:18:00,15:35:00,11,27,Cloudy,34.2,33,43,10.5,None,2000,47,0,0,5,Winter,1
T00618,07-01-2023,15:30:00,Tram,Route_3,Station_10,Station_16,15:34:00,15:53:00,11,14,Snow,14.8,70,16,17.3,None,500,58,0,0,5,Winter,1
T00619,07-01-2023,15:45:00,Tram,Route_12,Station_25,Station_35,15:45:00,16:33:00,9,19,Cloudy,32.5,89,37,12.5,Concert,500,3,0,0,5,Autumn,1
T00620,07-01-2023,16:00:00,Metro,Route_6,Station_20,Station_47,16:02:00,16:20:00,-2,18,Cloudy,-5,47,46,11.9,None,0,74,1,1,5,Autumn,1
T00621,07-01-2023,16:15:00,Train,Route_11,Station_31,Station_31,16:17:00,16:56:00,-2,14,Snow,30.8,92,29,0.6,None,0,18,0,0,5,Winter,1
T00622,07-01-2023,16:30:00,Tram,Route_3,Station_4,Station_4,16:33:00,17:00:00,9,16,Cloudy,7.4,90,1,5.6,Concert,0,56,0,0,5,Autumn,1
T00623,07-01-2023,16:45:00,Train,Route_8,Station_44,Station_37,16:49:00,17:14:00,17,9,Clear,7.5,78,7,10,None,50000,18,1,0,5,Summer,1
T00624,07-01-2023,17:00:00,Bus,Route_14,Station_23,Station_17,17:01:00,17:36:00,18,-3,Rain,4.1,76,13,11.7,None,50000,90,0,1,5,Spring,0
T00625,07-01-2023,17:15:00,Train,Route_14,Station_2,Station_39,17:19:00,18:10:00,12,0,Snow,7.7,68,36,12.6,None,10000,41,0,1,5,Autumn,0
T00626,07-01-2023,17:30:00,Bus,Route_10,Station_22,Station_48,17:30:00,18:15:00,1,20,Storm,3.5,35,34,14.3,None,50000,91,0,0,5,Autumn,1
T00627,07-01-2023,17:45:00,Train,Route_2,Station_37,Station_46,17:46:00,18:25:00,4,-2,Snow,31.2,82,41,13.1,Parade,500,4,0,1,5,Winter,0
T00628,07-01-2023,18:00:00,Tram,Route_14,Station_8,Station_26,18:02:00,18:32:00,13,24,Fog,31,54,38,17,None,0,47,0,0,5,Spring,1
T00629,07-01-2023,18:15:00,Tram,Route_9,Station_7,Station_48,18:18:00,18:43:00,0,22,Storm,-0.9,94,10,5.9,Concert,2000,24,0,0,5,Summer,1
T00630,07-01-2023,18:30:00,Bus,Route_3,Station_14,Station_39,18:33:00,19:00:00,4,19,Fog,0.7,34,14,12.8,None,0,66,0,0,5,Summer,1
T00631,07-01-2023,18:45:00,Metro,Route_8,Station_3,Station_41,18:47:00,19:15:00,19,11,Snow,29.5,94,1,1,None,0,25,0,0,5,Spring,1
T00632,07-01-2023,19:00:00,Bus,Route_16,Station_50,Station_4,19:00:00,19:25:00,3,23,Fog,11,37,36,9.6,Sports,0,73,0,0,5,Summer,1
T00633,07-01-2023,19:15:00,Bus,Route_2,Station_16,Station_30,19:17:00,19:35:00,13,2,Storm,1.8,68,42,5.4,None,0,87,0,1,5,Spring,0
T00634,07-01-2023,19:30:00,Train,Route_6,Station_19,Station_30,19:30:00,19:55:00,5,6,Clear,15.4,72,31,7.6,Sports,500,61,0,1,5,Winter,1
T00635,07-01-2023,19:45:00,Train,Route_12,Station_18,Station_22,19:46:00,20:17:00,19,26,Snow,11.7,34,39,7.1,None,0,92,0,0,5,Summer,1
T00636,07-01-2023,20:00:00,Bus,Route_5,Station_16,Station_11,20:02:00,20:41:00,3,25,Snow,3.8,33,12,1.2,None,0,6,0,0,5,Summer,1
T00637,07-01-2023,20:15:00,Tram,Route_2,Station_8,Station_2,20:15:00,21:05:00,7,0,Cloudy,23.8,30,42,9.3,Sports,500,43,0,0,5,Spring,0
T00638,07-01-2023,20:30:00,Train,Route_16,Station_33,Station_44,20:31:00,21:11:00,13,1,Snow,20.3,85,16,19.9,None,2000,86,0,0,5,Summer,0
T00639,07-01-2023,20:45:00,Metro,Route_5,Station_49,Station_12,20:47:00,21:41:00,8,0,Snow,-1,74,14,6,Sports,0,26,0,0,5,Autumn,0
T00640,07-01-2023,21:00:00,Train,Route_15,Station_12,Station_30,21:03:00,21:46:00,10,12,Clear,32,94,32,14.7,None,0,41,0,0,5,Winter,1
T00641,07-01-2023,21:15:00,Train,Route_12,Station_11,Station_36,21:17:00,21:48:00,3,21,Cloudy,17.3,32,50,11,Sports,0,72,1,1,5,Summer,1
T00642,07-01-2023,21:30:00,Metro,Route_4,Station_5,Station_18,21:34:00,21:54:00,-2,10,Rain,5,51,15,6.5,None,2000,55,0,1,5,Summer,1
T00643,07-01-2023,21:45:00,Bus,Route_15,Station_27,Station_26,21:47:00,22:40:00,18,7,Fog,3.3,85,50,1.8,Concert,500,2,0,0,5,Summer,1
T00644,07-01-2023,22:00:00,Metro,Route_11,Station_12,Station_7,22:04:00,22:51:00,16,25,Storm,0.4,47,12,4.3,Festival,0,12,0,0,5,Spring,1
T00645,07-01-2023,22:15:00,Bus,Route_16,Station_17,Station_1,22:16:00,23:08:00,9,18,Rain,12,54,54,15.6,None,50000,69,0,0,5,Winter,1
T00646,07-01-2023,22:30:00,Bus,Route_6,Station_6,Station_26,22:32:00,22:56:00,3,10,Cloudy,0.4,77,21,5.6,None,0,58,1,0,5,Winter,1
T00647,07-01-2023,22:45:00,Bus,Route_14,Station_33,Station_23,22:46:00,23:14:00,15,20,Clear,11.6,60,22,2.9,Festival,0,37,0,0,5,Summer,1
T00648,07-01-2023,23:00:00,Metro,Route_18,Station_5,Station_26,23:01:00,23:36:00,10,22,Storm,1,59,35,6.6,None,0,84,0,0,5,Summer,1
T00649,07-01-2023,23:15:00,Bus,Route_12,Station_28,Station_45,23:15:00,00:04:00,4,12,Fog,21.3,95,42,11.7,Concert,0,82,0,0,5,Spring,1
T00650,07-01-2023,23:30:00,Tram,Route_11,Station_14,Station_6,23:31:00,00:10:00,10,28,Snow,26.4,39,49,14.1,Festival,50000,88,0,1,5,Winter,1
T00651,07-01-2023,23:45:00,Metro,Route_13,Station_5,Station_6,23:46:00,00:17:00,18,2,Snow,17,88,49,7.7,Concert,0,67,0,0,5,Autumn,0
T00652,08-01-2023,00:00:00,Tram,Route_11,Station_33,Station_44,00:02:00,00:20:00,5,4,Rain,22.2,80,9,10,None,0,85,0,1,6,Summer,0
T00653,08-01-2023,00:15:00,Bus,Route_16,Station_50,Station_8,00:17:00,00:35:00,18,26,Fog,32.5,38,16,9.1,None,0,68,0,0,6,Autumn,1
T00654,08-01-2023,00:30:00,Train,Route_15,Station_48,Station_24,00:33:00,01:22:00,14,23,Cloudy,20.5,83,29,0.2,None,0,0,0,1,6,Autumn,1
T00655,08-01-2023,00:45:00,Bus,Route_15,Station_41,Station_22,00:45:00,01:42:00,6,3,Fog,9.6,91,12,7.9,None,0,49,0,0,6,Winter,0
T00656,08-01-2023,01:00:00,Tram,Route_4,Station_19,Station_19,01:01:00,01:44:00,17,23,Clear,13,38,29,11.7,None,0,80,0,0,6,Autumn,1
T00657,08-01-2023,01:15:00,Tram,Route_11,Station_22,Station_37,01:15:00,02:00:00,10,21,Rain,29.4,38,56,11.4,Sports,0,72,0,0,6,Summer,1
T00658,08-01-2023,01:30:00,Metro,Route_19,Station_5,Station_18,01:34:00,02:02:00,-1,11,Rain,0.2,53,45,15,None,0,8,0,0,6,Summer,1
T00659,08-01-2023,01:45:00,Train,Route_15,Station_2,Station_31,01:46:00,02:32:00,1,21,Clear,8,68,29,13.4,Festival,2000,52,0,0,6,Spring,1
T00660,08-01-2023,02:00:00,Metro,Route_4,Station_30,Station_37,02:00:00,02:52:00,-1,18,Fog,18.1,37,6,5.5,Protest,500,87,0,1,6,Winter,1
T00661,08-01-2023,02:15:00,Tram,Route_13,Station_47,Station_30,02:18:00,03:11:00,1,14,Clear,22.1,54,9,5.1,Festival,0,9,0,1,6,Winter,1
T00662,08-01-2023,02:30:00,Bus,Route_19,Station_39,Station_42,02:33:00,03:19:00,15,8,Storm,25.5,95,34,9.3,None,0,83,0,0,6,Autumn,1
T00663,08-01-2023,02:45:00,Train,Route_2,Station_4,Station_33,02:46:00,03:12:00,2,19,Clear,7.7,39,1,14.7,None,10000,80,0,0,6,Summer,1
T00664,08-01-2023,03:00:00,Bus,Route_14,Station_33,Station_10,03:04:00,03:20:00,16,21,Fog,0.8,53,29,1.9,None,0,76,0,0,6,Summer,1
T00665,08-01-2023,03:15:00,Bus,Route_4,Station_13,Station_37,03:18:00,03:46:00,7,6,Clear,33.2,88,18,19,None,0,28,1,1,6,Spring,1
T00666,08-01-2023,03:30:00,Train,Route_16,Station_20,Station_12,03:33:00,03:54:00,15,26,Cloudy,-1.9,60,38,10.9,Concert,500,35,0,1,6,Autumn,1
T00667,08-01-2023,03:45:00,Metro,Route_20,Station_7,Station_30,03:49:00,04:28:00,18,6,Snow,-1.2,40,36,6.1,Protest,500,86,0,0,6,Summer,1
T00668,08-01-2023,04:00:00,Bus,Route_14,Station_15,Station_27,04:00:00,04:25:00,7,9,Clear,14.8,35,59,13.9,None,0,26,0,0,6,Winter,1
T00669,08-01-2023,04:15:00,Tram,Route_15,Station_23,Station_39,04:18:00,04:59:00,2,25,Snow,27.8,99,2,0.9,None,0,17,1,1,6,Spring,1
T00670,08-01-2023,04:30:00,Bus,Route_3,Station_14,Station_9,04:32:00,04:50:00,14,5,Clear,26,61,24,9.7,None,0,17,0,0,6,Winter,0
T00671,08-01-2023,04:45:00,Train,Route_8,Station_23,Station_21,04:48:00,05:29:00,19,9,Fog,32.5,68,33,9.7,Sports,10000,8,0,0,6,Spring,1
T00672,08-01-2023,05:00:00,Train,Route_16,Station_19,Station_12,05:00:00,05:20:00,10,10,Storm,0.7,77,54,3.2,Festival,0,66,1,0,6,Winter,1
T00673,08-01-2023,05:15:00,Train,Route_10,Station_29,Station_29,05:15:00,06:06:00,14,5,Storm,10,42,57,16.7,None,0,6,0,1,6,Autumn,0
T00674,08-01-2023,05:30:00,Metro,Route_4,Station_20,Station_33,05:31:00,05:52:00,6,4,Snow,6.3,88,21,15.9,None,0,57,0,0,6,Summer,0
T00675,08-01-2023,05:45:00,Bus,Route_18,Station_29,Station_43,05:47:00,06:23:00,9,-1,Fog,29.4,96,37,3.1,Festival,0,78,0,1,6,Winter,0
T00676,08-01-2023,06:00:00,Metro,Route_2,Station_24,Station_15,06:00:00,06:48:00,11,29,Fog,14.5,85,13,7.3,None,0,29,0,0,6,Autumn,1
T00677,08-01-2023,06:15:00,Metro,Route_17,Station_18,Station_2,06:19:00,06:36:00,11,28,Fog,-3.9,70,38,2,Sports,0,72,0,0,6,Winter,1
T00678,08-01-2023,06:30:00,Train,Route_13,Station_10,Station_39,06:32:00,06:58:00,5,3,Cloudy,23.3,85,53,17,None,0,60,0,0,6,Autumn,0
T00679,08-01-2023,06:45:00,Train,Route_4,Station_41,Station_44,06:47:00,07:21:00,2,15,Rain,10.5,64,1,6.5,None,500,90,0,1,6,Spring,1
T00680,08-01-2023,07:00:00,Metro,Route_11,Station_8,Station_18,07:04:00,07:55:00,16,10,Clear,16.2,67,31,8.8,None,0,99,1,0,6,Autumn,1
T00681,08-01-2023,07:15:00,Bus,Route_7,Station_26,Station_3,07:18:00,07:51:00,11,15,Fog,30.8,96,42,6.5,Sports,2000,81,0,0,6,Winter,1
T00682,08-01-2023,07:30:00,Tram,Route_12,Station_29,Station_7,07:34:00,08:01:00,6,22,Fog,5.3,63,52,6.2,None,0,94,0,0,6,Summer,1
